work_year,job_role,job_category,experience_level,employment_type,work_setting,company_location,company_size,salary_in_usd
2020,Data Engineer,Data Science,Entry-Level,Contract,Remote,Germany,Large,75176
2021,Statistician,ML/AI,Entry-Level,Full-Time,Hybrid,China,Small,145754
2022,Data Scientist,Analysis,Mid-Level,Freelance,Remote,United States,Large,161777
2020,Data Analyst,Data Science,Senior,Full-Time,Remote,Germany,Small,81510
2020,Data Engineer,Analysis,Senior,Freelance,In-person,Germany,Small,76293
2021,Machine Learning Engineer,ML/AI,Executive,Contract,In-person,China,Large,148222
2022,Statistician,Engineering,Mid-Level,Part-Time,In-person,China,Small,156947
2021,Statistician,Analysis,Entry-Level,Freelance,Remote,United Kingdom,Medium,74420
2020,Data Engineer,Engineering,Senior,Contract,In-person,Germany,Small,181224
2020,Data Scientist,ML/AI,Executive,Freelance,Remote,United States,Large,127391
2022,Machine Learning Engineer,ML/AI,Senior,Part-Time,In-person,Japan,Medium,89278
2020,Data Engineer,Data Science,Mid-Level,Full-Time,Remote,Mexico,Small,90216
2022,Data Analyst,Engineering,Mid-Level,Part-Time,Hybrid,China,Small,103699
2021,Machine Learning Engineer,ML/AI,Entry-Level,Part-Time,Hybrid,Germany,Large,30209
2022,Statistician,Data Science,Entry-Level,Full-Time,In-person,Japan,Small,165906
2022,Data Engineer,Engineering,Executive,Part-Time,Remote,China,Medium,192584
2020,Statistician,Data Science,Senior,Contract,Hybrid,United Kingdom,Medium,92485
2020,Statistician,ML/AI,Entry-Level,Freelance,Hybrid,Mexico,Medium,99498
2022,Statistician,Engineering,Mid-Level,Part-Time,In-person,China,Large,174100
2020,Data Scientist,Analysis,Executive,Freelance,In-person,United States,Small,81542
2020,Statistician,Analysis,Executive,Freelance,Remote,India,Small,182975
2020,Data Analyst,Engineering,Entry-Level,Full-Time,Hybrid,India,Medium,172789
2022,Data Analyst,Engineering,Senior,Part-Time,Remote,China,Large,60545
2020,Machine Learning Engineer,Engineering,Senior,Full-Time,Remote,United Kingdom,Small,65212
2022,Statistician,ML/AI,Mid-Level,Full-Time,In-person,United States,Medium,139079
2020,Statistician,Analysis,Entry-Level,Freelance,Remote,China,Medium,71100
2021,Data Engineer,Engineering,Senior,Contract,Remote,Japan,Small,157215
2020,Data Scientist,Analysis,Entry-Level,Freelance,Hybrid,United Kingdom,Large,82016
2020,Machine Learning Engineer,ML/AI,Executive,Full-Time,Remote,Germany,Large,196447
2022,Statistician,Data Science,Entry-Level,Part-Time,Hybrid,Japan,Medium,181392
2022,Data Engineer,Analysis,Senior,Contract,Hybrid,China,Large,49301
2020,Data Scientist,Analysis,Executive,Contract,Remote,Germany,Medium,113717
2021,Machine Learning Engineer,Data Science,Mid-Level,Part-Time,Remote,Germany,Small,39168
2020,Machine Learning Engineer,ML/AI,Entry-Level,Part-Time,Hybrid,Mexico,Medium,98109
2020,Statistician,Data Science,Senior,Contract,Remote,Japan,Medium,48973
2021,Machine Learning Engineer,Data Science,Executive,Full-Time,Hybrid,Mexico,Small,197123
2022,Data Engineer,Data Science,Senior,Contract,Remote,Germany,Large,123059
2020,Machine Learning Engineer,ML/AI,Executive,Contract,Hybrid,Mexico,Medium,129017
2022,Data Analyst,ML/AI,Mid-Level,Contract,Hybrid,India,Medium,181023
2022,Data Engineer,Engineering,Entry-Level,Full-Time,In-person,Mexico,Medium,192377
2021,Data Scientist,Data Science,Entry-Level,Part-Time,Remote,Japan,Small,111115
2021,Data Scientist,Engineering,Executive,Part-Time,Hybrid,United Kingdom,Large,105406
2022,Statistician,Engineering,Senior,Part-Time,Hybrid,India,Small,39109
2020,Statistician,Engineering,Senior,Full-Time,Remote,United Kingdom,Medium,56842
2022,Data Analyst,Engineering,Executive,Full-Time,Remote,United States,Medium,171788
2020,Data Scientist,Analysis,Entry-Level,Part-Time,Remote,United Kingdom,Small,127969
2020,Data Scientist,ML/AI,Senior,Freelance,In-person,Japan,Small,137055
2021,Data Scientist,ML/AI,Senior,Freelance,Remote,United Kingdom,Large,76408
2020,Data Scientist,Data Science,Senior,Part-Time,In-person,United States,Large,138407
2020,Machine Learning Engineer,Analysis,Senior,Freelance,Remote,Germany,Large,66530
2022,Data Engineer,Data Science,Executive,Freelance,In-person,Japan,Large,140047
2021,Data Engineer,Data Science,Executive,Part-Time,Remote,China,Small,89730
2020,Data Analyst,ML/AI,Entry-Level,Part-Time,In-person,India,Small,105623
2020,Machine Learning Engineer,Analysis,Entry-Level,Full-Time,Hybrid,India,Large,107658
2021,Data Scientist,Engineering,Executive,Freelance,In-person,United Kingdom,Small,60898
2022,Data Scientist,ML/AI,Entry-Level,Freelance,In-person,India,Large,93908
2021,Statistician,Analysis,Executive,Part-Time,Hybrid,Mexico,Large,111377
2021,Statistician,Analysis,Executive,Contract,Remote,United States,Medium,121118
2020,Data Analyst,ML/AI,Executive,Part-Time,Hybrid,China,Large,87392
2020,Data Scientist,ML/AI,Senior,Full-Time,Hybrid,Mexico,Medium,105578
2022,Data Analyst,Data Science,Entry-Level,Contract,Hybrid,India,Small,56505
2020,Machine Learning Engineer,Data Science,Senior,Contract,In-person,Mexico,Large,118830
2020,Data Engineer,Data Science,Entry-Level,Contract,Hybrid,United Kingdom,Large,167245
2021,Data Scientist,Engineering,Mid-Level,Full-Time,Remote,India,Small,114052
2020,Machine Learning Engineer,ML/AI,Senior,Freelance,In-person,Mexico,Small,36932
2022,Data Scientist,Analysis,Senior,Part-Time,In-person,Germany,Small,113445
2021,Statistician,ML/AI,Senior,Full-Time,Hybrid,Germany,Large,191313
2022,Data Analyst,Analysis,Mid-Level,Full-Time,In-person,India,Small,177784
2021,Statistician,Engineering,Entry-Level,Contract,Remote,Japan,Small,59105
2020,Data Engineer,ML/AI,Mid-Level,Contract,In-person,China,Medium,137083
2021,Statistician,Data Science,Mid-Level,Full-Time,Hybrid,India,Medium,60382
2021,Data Scientist,Analysis,Entry-Level,Freelance,Hybrid,Germany,Large,117892
2020,Statistician,Data Science,Entry-Level,Contract,Hybrid,Germany,Small,49589
2020,Data Scientist,Engineering,Entry-Level,Full-Time,In-person,United States,Small,150829
2022,Data Engineer,ML/AI,Entry-Level,Contract,Hybrid,United Kingdom,Medium,119452
2022,Statistician,Data Science,Mid-Level,Part-Time,In-person,United States,Large,195438
2020,Data Analyst,Engineering,Senior,Part-Time,Hybrid,Japan,Small,164923
2020,Data Analyst,Data Science,Mid-Level,Part-Time,Hybrid,United Kingdom,Large,168654
2020,Data Analyst,ML/AI,Senior,Contract,Hybrid,India,Medium,166579
2021,Statistician,Analysis,Senior,Contract,Remote,India,Small,167006
2021,Statistician,ML/AI,Executive,Freelance,Remote,Japan,Medium,71971
2021,Statistician,Engineering,Senior,Part-Time,Hybrid,China,Medium,34659
2020,Data Scientist,ML/AI,Mid-Level,Freelance,Hybrid,Germany,Medium,34398
2022,Data Engineer,Engineering,Executive,Full-Time,In-person,China,Small,36242
2020,Data Analyst,Data Science,Entry-Level,Full-Time,In-person,India,Large,189692
2021,Data Scientist,Engineering,Entry-Level,Part-Time,Remote,United States,Small,171868
2021,Data Analyst,Analysis,Senior,Freelance,In-person,Germany,Medium,160014
2020,Data Scientist,Analysis,Entry-Level,Contract,In-person,India,Large,81175
2020,Statistician,Analysis,Entry-Level,Freelance,In-person,Germany,Medium,198347
2021,Data Analyst,Data Science,Executive,Full-Time,In-person,China,Small,43937
2021,Statistician,Engineering,Mid-Level,Freelance,Remote,United Kingdom,Large,180641
2021,Data Analyst,Data Science,Entry-Level,Full-Time,Remote,India,Small,42343
2020,Machine Learning Engineer,ML/AI,Entry-Level,Full-Time,In-person,India,Large,86875
2021,Data Scientist,ML/AI,Mid-Level,Freelance,In-person,Germany,Medium,76803
2021,Machine Learning Engineer,ML/AI,Executive,Contract,Remote,United Kingdom,Medium,89937
2022,Data Scientist,ML/AI,Executive,Full-Time,Hybrid,United States,Medium,107069
2020,Data Engineer,Analysis,Entry-Level,Freelance,In-person,United Kingdom,Small,192204
2022,Data Analyst,Engineering,Senior,Full-Time,Hybrid,United States,Small,192428
2022,Data Engineer,Analysis,Mid-Level,Part-Time,In-person,Mexico,Medium,45438
2021,Data Engineer,Engineering,Executive,Contract,Remote,Mexico,Medium,187438
2020,Data Scientist,Engineering,Entry-Level,Part-Time,In-person,Japan,Large,109504
2021,Machine Learning Engineer,Data Science,Executive,Full-Time,Hybrid,China,Large,47490
2020,Statistician,ML/AI,Entry-Level,Contract,Remote,United Kingdom,Small,180245
2022,Data Scientist,Engineering,Mid-Level,Freelance,In-person,United States,Large,171448
2020,Statistician,ML/AI,Senior,Freelance,In-person,Germany,Small,96254
2021,Data Engineer,ML/AI,Mid-Level,Contract,Remote,United States,Small,135380
2021,Statistician,ML/AI,Executive,Part-Time,In-person,Japan,Large,66763
2021,Machine Learning Engineer,Analysis,Executive,Part-Time,Remote,United States,Large,95841
2020,Data Scientist,ML/AI,Executive,Contract,In-person,China,Large,71347
2022,Machine Learning Engineer,Engineering,Senior,Freelance,Remote,Mexico,Medium,71684
2022,Machine Learning Engineer,Analysis,Mid-Level,Contract,In-person,United Kingdom,Medium,60711
2020,Data Scientist,ML/AI,Entry-Level,Part-Time,Remote,United States,Large,44177
2021,Machine Learning Engineer,Data Science,Mid-Level,Full-Time,Remote,United Kingdom,Medium,185642
2022,Data Analyst,ML/AI,Mid-Level,Freelance,In-person,Japan,Small,196436
2021,Data Analyst,ML/AI,Senior,Contract,Remote,United States,Medium,179891
2020,Data Analyst,Analysis,Mid-Level,Full-Time,In-person,United States,Medium,155220
2021,Statistician,Engineering,Executive,Part-Time,In-person,Japan,Medium,61391
2022,Machine Learning Engineer,ML/AI,Senior,Freelance,In-person,China,Small,45788
2022,Data Scientist,Analysis,Executive,Contract,Remote,United States,Small,81055
2021,Data Scientist,Analysis,Executive,Part-Time,In-person,United Kingdom,Large,144187
2020,Statistician,Engineering,Mid-Level,Contract,Remote,China,Medium,148071
2021,Data Scientist,Analysis,Entry-Level,Contract,Hybrid,India,Medium,184637
2020,Data Analyst,Engineering,Mid-Level,Freelance,Hybrid,China,Small,160101
2021,Machine Learning Engineer,Data Science,Entry-Level,Part-Time,Hybrid,Mexico,Medium,116462
2022,Data Scientist,ML/AI,Senior,Part-Time,In-person,India,Small,43376
2020,Data Scientist,Analysis,Senior,Full-Time,Remote,Mexico,Medium,182947
2020,Data Engineer,Data Science,Senior,Part-Time,In-person,United Kingdom,Large,77606
2020,Data Engineer,Engineering,Senior,Part-Time,Remote,Mexico,Large,108393
2022,Data Engineer,Analysis,Executive,Freelance,Hybrid,United States,Small,92996
2021,Machine Learning Engineer,Data Science,Senior,Full-Time,Hybrid,United Kingdom,Small,31283
2022,Data Analyst,Analysis,Mid-Level,Freelance,Hybrid,Japan,Medium,110456
2020,Data Analyst,Analysis,Entry-Level,Part-Time,In-person,United Kingdom,Large,95783
2021,Data Analyst,Data Science,Executive,Full-Time,In-person,India,Small,126382
2022,Machine Learning Engineer,Analysis,Mid-Level,Freelance,Remote,Mexico,Large,102178
2020,Machine Learning Engineer,Engineering,Executive,Full-Time,Remote,China,Small,47365
2020,Data Engineer,Engineering,Executive,Part-Time,Hybrid,Mexico,Medium,142255
2022,Data Scientist,ML/AI,Entry-Level,Full-Time,In-person,Germany,Medium,179021
2022,Statistician,Analysis,Mid-Level,Full-Time,In-person,Japan,Medium,146829
2022,Statistician,ML/AI,Entry-Level,Full-Time,Remote,United States,Large,194575
2020,Data Scientist,ML/AI,Executive,Part-Time,Remote,Mexico,Large,156267
2022,Data Engineer,Analysis,Entry-Level,Part-Time,In-person,China,Medium,106387
2020,Data Scientist,Data Science,Mid-Level,Full-Time,In-person,United Kingdom,Large,109942
2022,Data Scientist,Engineering,Entry-Level,Freelance,Remote,Japan,Large,176000
2020,Statistician,Data Science,Mid-Level,Freelance,In-person,India,Small,177904
2020,Data Engineer,Analysis,Mid-Level,Part-Time,In-person,Mexico,Small,168606
2021,Machine Learning Engineer,ML/AI,Senior,Contract,Hybrid,United States,Large,162907
2022,Statistician,Data Science,Mid-Level,Freelance,In-person,United Kingdom,Large,100251
2022,Machine Learning Engineer,Engineering,Executive,Full-Time,In-person,Mexico,Medium,194453
2020,Data Engineer,Data Science,Executive,Contract,In-person,China,Medium,84780
2020,Data Scientist,Analysis,Mid-Level,Part-Time,Remote,United Kingdom,Medium,96412
2020,Data Analyst,Analysis,Mid-Level,Freelance,Hybrid,United States,Large,170397
2021,Data Analyst,Data Science,Entry-Level,Contract,Remote,China,Medium,190518
2021,Data Engineer,Analysis,Mid-Level,Part-Time,Hybrid,Germany,Small,128975
2020,Data Analyst,ML/AI,Mid-Level,Part-Time,Hybrid,Germany,Small,159788
2022,Machine Learning Engineer,Engineering,Executive,Full-Time,In-person,Japan,Large,90662
2022,Data Analyst,Analysis,Mid-Level,Freelance,Hybrid,Mexico,Small,128664
2021,Data Engineer,Data Science,Entry-Level,Contract,Hybrid,United Kingdom,Small,110249
2021,Data Engineer,Engineering,Mid-Level,Full-Time,In-person,Japan,Medium,86525
2020,Machine Learning Engineer,Analysis,Mid-Level,Freelance,In-person,United States,Small,171656
2022,Data Analyst,Engineering,Mid-Level,Contract,Hybrid,China,Medium,164973
2020,Data Analyst,Data Science,Senior,Part-Time,Remote,Japan,Medium,143094
2021,Data Scientist,Data Science,Senior,Part-Time,Hybrid,Mexico,Large,86203
2022,Statistician,ML/AI,Entry-Level,Freelance,Remote,United Kingdom,Small,117597
2022,Data Engineer,Analysis,Executive,Full-Time,Remote,Mexico,Large,32090
2021,Data Scientist,ML/AI,Executive,Contract,Hybrid,Germany,Large,187924
2020,Data Engineer,Analysis,Senior,Contract,Remote,Germany,Small,52454
2020,Data Scientist,Engineering,Entry-Level,Part-Time,Hybrid,United States,Medium,85084
2022,Statistician,Analysis,Executive,Freelance,Remote,India,Medium,127103
2021,Data Scientist,Analysis,Executive,Full-Time,Remote,Japan,Large,194895
2022,Data Engineer,Analysis,Mid-Level,Part-Time,Hybrid,United States,Medium,193079
2021,Data Analyst,ML/AI,Mid-Level,Part-Time,In-person,Germany,Large,134560
2020,Data Engineer,Analysis,Mid-Level,Full-Time,In-person,Mexico,Medium,175213
2021,Machine Learning Engineer,Data Science,Senior,Contract,Hybrid,United Kingdom,Small,42746
2020,Machine Learning Engineer,Analysis,Mid-Level,Contract,Hybrid,United Kingdom,Small,33347
2021,Machine Learning Engineer,Engineering,Entry-Level,Freelance,In-person,China,Medium,170433
2022,Machine Learning Engineer,Data Science,Senior,Part-Time,In-person,India,Large,141972
2020,Statistician,Engineering,Executive,Freelance,Remote,India,Small,34101
2022,Data Analyst,Engineering,Executive,Contract,Remote,Germany,Large,135811
2022,Data Analyst,Engineering,Entry-Level,Full-Time,Remote,India,Small,78095
2020,Data Engineer,Data Science,Entry-Level,Contract,In-person,India,Medium,131483
2020,Data Scientist,Data Science,Executive,Contract,Hybrid,United Kingdom,Small,193740
2022,Data Engineer,ML/AI,Entry-Level,Part-Time,Remote,China,Medium,150902
2022,Data Engineer,Data Science,Entry-Level,Contract,Hybrid,Japan,Large,47747
2022,Data Engineer,Analysis,Entry-Level,Freelance,In-person,Mexico,Small,176081
2022,Data Engineer,Engineering,Mid-Level,Full-Time,Remote,United Kingdom,Large,119187
2020,Data Analyst,ML/AI,Executive,Part-Time,In-person,China,Large,162128
2020,Data Scientist,Data Science,Entry-Level,Full-Time,Hybrid,United Kingdom,Medium,193982
2022,Data Engineer,Engineering,Mid-Level,Freelance,Remote,Germany,Medium,182287
2021,Data Analyst,Data Science,Mid-Level,Freelance,Hybrid,China,Small,60375
2021,Data Engineer,Engineering,Senior,Contract,Hybrid,China,Large,171148
2020,Machine Learning Engineer,ML/AI,Entry-Level,Freelance,Remote,Germany,Large,146612
2022,Data Engineer,Data Science,Executive,Contract,Remote,China,Medium,140541
2022,Data Engineer,Engineering,Executive,Part-Time,In-person,Mexico,Large,196321
2020,Statistician,Analysis,Executive,Full-Time,Remote,Japan,Small,70664
2021,Machine Learning Engineer,Data Science,Mid-Level,Contract,Remote,United States,Small,68779
2021,Data Scientist,ML/AI,Executive,Contract,Remote,India,Small,89312
2021,Data Engineer,Data Science,Senior,Part-Time,Remote,China,Medium,41414
2020,Data Scientist,Data Science,Entry-Level,Freelance,Remote,India,Medium,197990
2021,Machine Learning Engineer,Analysis,Executive,Contract,In-person,United Kingdom,Small,176948
2020,Data Engineer,Engineering,Mid-Level,Freelance,Hybrid,United Kingdom,Large,153938
2020,Statistician,ML/AI,Executive,Contract,In-person,China,Medium,39198
2022,Data Analyst,Engineering,Executive,Freelance,Hybrid,China,Small,123302
2021,Statistician,Engineering,Senior,Contract,Remote,China,Large,129524
2020,Statistician,Engineering,Senior,Full-Time,In-person,Mexico,Medium,198501
2021,Data Analyst,Data Science,Mid-Level,Full-Time,Hybrid,Mexico,Medium,133170
2021,Data Analyst,Analysis,Mid-Level,Full-Time,Hybrid,Japan,Medium,153393
2022,Data Analyst,Data Science,Mid-Level,Contract,Remote,China,Small,146305
2021,Data Engineer,ML/AI,Mid-Level,Freelance,Remote,Mexico,Medium,150759
2022,Data Scientist,Data Science,Senior,Part-Time,Hybrid,India,Medium,100148
2020,Data Scientist,Engineering,Entry-Level,Part-Time,In-person,United Kingdom,Large,138169
2021,Data Analyst,Analysis,Entry-Level,Part-Time,Hybrid,United Kingdom,Small,61528
2020,Statistician,ML/AI,Mid-Level,Full-Time,In-person,Mexico,Large,171355
2021,Machine Learning Engineer,Data Science,Mid-Level,Full-Time,In-person,China,Medium,166025
2020,Data Analyst,Data Science,Entry-Level,Full-Time,Hybrid,Germany,Small,155728
2021,Statistician,Engineering,Senior,Freelance,In-person,Mexico,Small,116234
2021,Statistician,Data Science,Entry-Level,Full-Time,Hybrid,United States,Medium,89121
2021,Data Engineer,Data Science,Mid-Level,Freelance,Hybrid,China,Small,52016
2021,Data Engineer,Engineering,Mid-Level,Freelance,Remote,Japan,Large,174320
2021,Data Scientist,Analysis,Mid-Level,Freelance,Hybrid,United States,Large,150184
2021,Data Scientist,Data Science,Executive,Contract,Hybrid,United States,Small,178348
2021,Machine Learning Engineer,ML/AI,Senior,Part-Time,Remote,China,Small,126544
2021,Machine Learning Engineer,ML/AI,Senior,Freelance,Remote,Japan,Medium,178427
2021,Machine Learning Engineer,ML/AI,Senior,Part-Time,In-person,Mexico,Small,88451
